Module,Lesson,Step number,Step title,Step type,What is the rationale for this step?,Content Outline
4,13,5,Troubleshooting scenarios: What sensor issue might cause specific robot problems?,Content,Understanding Troubleshooting scenarios: What sensor issue might cause specific robot problems? is important for mastering this subject matter.,- Key content in this section
4,13,6,Optional extension: Design a multi-sensor system for a robot with a specific job,Content,Understanding Optional extension: Design a multi-sensor system for a robot with a specific job is important for mastering this subject matter.,- Key content in this section
4,14,1,"""Robot Detective"" theme showing how robots use sensors to solve problems",Content,"Understanding ""Robot Detective"" theme showing how robots use sensors to solve problems is important for mastering this subject matter.",- Key content in this section
4,14,2,Real-world sensor failure stories and their consequences,Content,Understanding Real-world sensor failure stories and their consequences is important for mastering this subject matter.,- Key content in this section
4,14,3,Sensor scavenger hunt (finding sensors in everyday devices),Content,Understanding Sensor scavenger hunt (finding sensors in everyday devices) is important for mastering this subject matter.,- Key content in this section
4,14,4,"Personal connection: ""If you could give a robot one super-sense, what would it be?""",Content,"Understanding Personal connection: ""If you could give a robot one super-sense, what would it be?"" is important for mastering this subject matter.",- Key content in this section
4,14,5,"""Sensor Challenge"" activities with specific detection goals",Content,"Understanding ""Sensor Challenge"" activities with specific detection goals is important for mastering this subject matter.",- Key content in this section
4,14,6,Virtual robot sensor simulation activities,Content,Understanding Virtual robot sensor simulation activities is important for mastering this subject matter.,- Key content in this section
4,15,1,Alternative text descriptions for all sensor diagrams,Content,Understanding Alternative text descriptions for all sensor diagrams is important for mastering this subject matter.,- Key content in this section
4,15,2,Multiple ways to complete sensor activities (visual or text-based),Content,Understanding Multiple ways to complete sensor activities (visual or text-based) is important for mastering this subject matter.,- Key content in this section
4,15,3,Simplified versions of activities for students needing additional support,Content,Understanding Simplified versions of activities for students needing additional support is important for mastering this subject matter.,- Key content in this section
4,15,4,Extension options for students ready for more complex concepts,Content,Understanding Extension options for students ready for more complex concepts is important for mastering this subject matter.,- Key content in this section
4,15,5,Audio descriptions of sensor functions,Content,Understanding Audio descriptions of sensor functions is important for mastering this subject matter.,- Key content in this section
4,16,1,Content review: 1.5 hours,Content,Understanding Content review: 1.5 hours is important for mastering this subject matter.,- Key content in this section
4,16,2,Interactive activities: 45 minutes,Content,Understanding Interactive activities: 45 minutes is important for mastering this subject matter.,- Key content in this section
4,16,3,Assessment activities: 1 hour,Quiz,Understanding Assessment activities: 1 hour is important for mastering this subject matter.,- Key content in this section
4,16,4,Extension activities: 30 minutes (optional),Content,Understanding Extension activities: 30 minutes (optional) is important for mastering this subject matter.,- Key content in this section
4,17,1,Learning Content,Content,This content provides essential information for the learning journey.,"- ""Our robots can now sense their environment through various input devices and move using output components.
- But how do we connect these systems?
- In Module 5, we'll learn how to program robots - giving them specific instructions that connect their inputs to their outputs through the processing system!"
5,1,1,Learning Content,Content,This content provides essential information for the learning journey.,"- This module introduces students to the basics of programming as the processing component of our input-processing-output framework.
- Using visual, block-based coding that doesn't require typing, students will learn fundamental programming concepts and create their first programs that connect robot sensors (inputs) to actions (outputs)."
5,3,1,"Simple explanation of programming as the ""processing"" component of robots",Quiz,"Understanding Simple explanation of programming as the ""processing"" component of robots is important for mastering this subject matter.","- Programming as giving precise instructions that connect inputs to outputs
- How programming is similar to giving directions or writing recipes
- Why robots need precise instructions unlike humans
- Common programming misconceptions and realities
- ""Stop and Think"": What would happen if you gave unclear instructions to a robot? How is programming different from just talking to a robot?"
5,4,1,Kid-friendly definition of algorithms as step-by-step instructions,Quiz,Understanding Kid-friendly definition of algorithms as step-by-step instructions is important for mastering this subject matter.,"- Examples of algorithms in everyday life (tying shoes, making a sandwich)
- Difference between human instructions and robot instructions
- How algorithms fit into the processing component of our framework
- Common algorithm mistakes and how to avoid them
- Create-an-algorithm activity for a simple task
- ""Stop and Think"": What everyday tasks do you follow algorithms for? How could you make these instructions more precise for a robot?"
5,5,1,Introduction to block-based programming with visual examples,Quiz,Understanding Introduction to block-based programming with visual examples is important for mastering this subject matter.,"- How to connect blocks to create sequences
- The importance of order in instructions
- Common sequence errors and troubleshooting tips
- Simple sequence building activity
- How sequences fit within the processing component
- ""Stop and Think"": What similarities do you notice between code sequences and recipes?"
5,6,1,Introduction to the virtual robot environment with clear navigation help,Quiz,Understanding Introduction to the virtual robot environment with clear navigation help is important for mastering this subject matter.,"- Basic movement blocks (forward, backward, turn)
- How movement commands connect to the motors we learned about in Module 3
- Creating a program to move the robot along a path
- Troubleshooting common movement errors
- Testing and improving movement programs
- ""Stop and Think"": What blocks would you use to make a square path? Which movement concepts from Module 3 help you plan this path?"
5,7,1,How programs get information from sensors (from Module 4),Quiz,Understanding How programs get information from sensors (from Module 4) is important for mastering this subject matter.,"- Programming blocks that read sensor values
- Connecting sensor readings to movement actions
- Examples: ""When the touch sensor is pressed, move backward""
- Simple sensor-response programming activities
- Troubleshooting sensor connection issues
- ""Stop and Think"": How could you program a robot to follow a line using a light sensor?"
5,8,1,The importance of testing programs with a step-by-step approach,Quiz,Understanding The importance of testing programs with a step-by-step approach is important for mastering this subject matter.,"- Finding and fixing mistakes (debugging)
- Common programming errors and solutions
- Step-by-step debugging strategy with visual guide
- Debugging practice activities with intentional errors
- How professional programmers troubleshoot
- ""Stop and Think"": What steps would you take if your robot program doesn't work as expected?"
5,9,1,Introduction to programming ethics at a middle school level,Quiz,Understanding Introduction to programming ethics at a middle school level is important for mastering this subject matter.,"- Responsibility for program actions and safety
- Privacy considerations when programming with sensors
- Balancing robot automation with human needs
- Simple ethical scenario discussion
- ""Stop and Think"": What responsibilities do programmers have when creating robots that interact with people?"
5,10,1,Bringing together sequences to solve a problem,Quiz,Understanding Bringing together sequences to solve a problem is important for mastering this subject matter.,"- Planning before programming using the input-processing-output framework
- Testing and improving your solution
- Documenting your program for others to understand
- Guided programming challenge with hints and scaffolding
- Reflection on the programming process
- ""Stop and Think"": How does your program show the complete input-processing-output cycle?"
5,11,1,Visual comparison between everyday instructions and robot instructions,Content,Understanding Visual comparison between everyday instructions and robot instructions is important for mastering this subject matter.,- Key content in this section
5,11,2,Step-by-step screenshots of the programming environment with annotations,Content,Understanding Step-by-step screenshots of the programming environment with annotations is important for mastering this subject matter.,- Key content in this section
5,11,3,Visual programming blocks with clear labels and function descriptions,Activity,Understanding Visual programming blocks with clear labels and function descriptions is important for mastering this subject matter.,- Key content in this section
5,11,4,"Color-coded block categories (movement, sensors, logic)",Content,"Understanding Color-coded block categories (movement, sensors, logic) is important for mastering this subject matter.",- Key content in this section
5,11,5,Flowcharts showing how programs connect inputs to outputs,Content,Understanding Flowcharts showing how programs connect inputs to outputs is important for mastering this subject matter.,- Key content in this section
5,11,6,Before/after examples of program improvements,Quiz,Understanding Before/after examples of program improvements is important for mastering this subject matter.,- Key content in this section
5,11,7,"Visual debugging guides with ""spot the error"" examples",Quiz,"Understanding Visual debugging guides with ""spot the error"" examples is important for mastering this subject matter.",- Key content in this section
5,11,8,Screenshots showing exactly how to complete each task,Content,Understanding Screenshots showing exactly how to complete each task is important for mastering this subject matter.,- Key content in this section
5,11,9,Input-processing-output icons integrated with programming concepts,Content,Understanding Input-processing-output icons integrated with programming concepts is important for mastering this subject matter.,- Key content in this section
5,12,1,Programming vocabulary cards with simple definitions and visual examples,Quiz,Understanding Programming vocabulary cards with simple definitions and visual examples is important for mastering this subject matter.,- Key content in this section
5,12,2,Side-by-side comparison of technical terms with everyday language,Content,Understanding Side-by-side comparison of technical terms with everyday language is important for mastering this subject matter.,- Key content in this section
5,12,3,Visual metaphors for programming concepts (recipe = algorithm),Content,Understanding Visual metaphors for programming concepts (recipe = algorithm) is important for mastering this subject matter.,- Key content in this section
5,12,4,Highlighted new terms with immediate definitions,Content,Understanding Highlighted new terms with immediate definitions is important for mastering this subject matter.,- Key content in this section
5,12,5,Word bank that builds throughout the module,Activity,Understanding Word bank that builds throughout the module is important for mastering this subject matter.,- Key content in this section
5,12,6,"""Code Speak"" boxes that simplify technical programming terms",Content,"Understanding ""Code Speak"" boxes that simplify technical programming terms is important for mastering this subject matter.",- Key content in this section
5,12,7,Audio pronunciation guide for programming terminology,Content,Understanding Audio pronunciation guide for programming terminology is important for mastering this subject matter.,- Key content in this section
5,13,1,Series of progressively challenging programming tasks with clear instructions,Content,Understanding Series of progressively challenging programming tasks with clear instructions is important for mastering this subject matter.,- Key content in this section
5,13,2,Create a robot program that responds to at least one sensor input,Activity,Understanding Create a robot program that responds to at least one sensor input is important for mastering this subject matter.,- Key content in this section
5,13,3,"Each task has clear goals, hints, and success criteria",Content,"Understanding Each task has clear goals, hints, and success criteria is important for mastering this subject matter.",- Key content in this section
5,13,4,Self-check opportunities throughout with immediate feedback,Content,Understanding Self-check opportunities throughout with immediate feedback is important for mastering this subject matter.,- Key content in this section
5,13,5,Program documentation activity where students explain their code,Activity,Understanding Program documentation activity where students explain their code is important for mastering this subject matter.,- Key content in this section
5,13,6,Virtual robot challenges with immediate feedback and second chances,Content,Understanding Virtual robot challenges with immediate feedback and second chances is important for mastering this subject matter.,- Key content in this section
5,13,7,Optional extension: Create a program that uses multiple sensor inputs,Activity,Understanding Optional extension: Create a program that uses multiple sensor inputs is important for mastering this subject matter.,- Key content in this section
5,14,1,"""Robot Trainer"" theme throughout the module",Content,"Understanding ""Robot Trainer"" theme throughout the module is important for mastering this subject matter.",- Key content in this section
5,14,2,Stories about programming successes and funny mistakes,Content,Understanding Stories about programming successes and funny mistakes is important for mastering this subject matter.,- Key content in this section
5,14,3,Real-world examples of how programming affects students' lives,Quiz,Understanding Real-world examples of how programming affects students' lives is important for mastering this subject matter.,- Key content in this section
5,14,4,"Personal connection: ""What would you program a robot to do in your home?""",Content,"Understanding Personal connection: ""What would you program a robot to do in your home?"" is important for mastering this subject matter.",- Key content in this section
5,14,5,"""Code Detective"" activities finding errors in programs",Content,"Understanding ""Code Detective"" activities finding errors in programs is important for mastering this subject matter.",- Key content in this section
5,14,6,Frequent small wins and celebration moments for completed steps,Content,Understanding Frequent small wins and celebration moments for completed steps is important for mastering this subject matter.,- Key content in this section
5,14,7,Virtual robot races and challenges with friendly competition,Content,Understanding Virtual robot races and challenges with friendly competition is important for mastering this subject matter.,- Key content in this section
5,15,1,Text descriptions of all programming concepts,Content,Understanding Text descriptions of all programming concepts is important for mastering this subject matter.,- Key content in this section
5,15,2,Alternative programming methods for students with motor control challenges,Content,Understanding Alternative programming methods for students with motor control challenges is important for mastering this subject matter.,- Key content in this section
5,15,3,Step-by-step guided versions of activities for students needing more support,Content,Understanding Step-by-step guided versions of activities for students needing more support is important for mastering this subject matter.,- Key content in this section
5,15,4,Advanced challenges for students ready for more complex programming,Content,Understanding Advanced challenges for students ready for more complex programming is important for mastering this subject matter.,- Key content in this section
5,15,5,"Multiple ways to demonstrate understanding (visual, written, verbal)",Content,"Understanding Multiple ways to demonstrate understanding (visual, written, verbal) is important for mastering this subject matter.",- Key content in this section
5,16,1,Content review: 1 hour,Content,Understanding Content review: 1 hour is important for mastering this subject matter.,- Key content in this section
5,16,2,Interactive programming activities: 1.5 hours,Content,Understanding Interactive programming activities: 1.5 hours is important for mastering this subject matter.,- Key content in this section
5,16,3,Assessment activities: 1 hour,Quiz,Understanding Assessment activities: 1 hour is important for mastering this subject matter.,- Key content in this section
5,16,4,Extension activities: 30 minutes (optional),Content,Understanding Extension activities: 30 minutes (optional) is important for mastering this subject matter.,- Key content in this section
5,17,1,Learning Content,Content,This content provides essential information for the learning journey.,"- ""Now that you know how to create simple programs with sequences and basic sensor responses, it's time to make our robot instructions even smarter!
- In Module 6, we'll build on our programming skills by learning about loops for repeating actions, if-then statements for making decisions based on sensor inputs, and variables for storing information."
6,1,1,Learning Content,Content,This content provides essential information for the learning journey.,"- Building on basic programming, this module introduces more effective programming tools that help robots make decisions and respond to their environment more effectively.
- Students will learn about loops, conditional statements, and variables through visual programming, guided examples, and step-by-step challenges."
6,3,1,Quick review of basic programming concepts from Module 5,Quiz,Understanding Quick review of basic programming concepts from Module 5 is important for mastering this subject matter.,"- How the input-processing-output framework applies to programming
- The limitations of simple sequences for complex robot behavior
- What makes a program ""smart"" versus ""simple""
- ""Stop and Think"": What limitations did you notice in the programs you created in Module 5?"
6,4,1,"The problem with long, repetitive programs illustrated with examples",Quiz,"Understanding The problem with long, repetitive programs illustrated with examples is important for mastering this subject matter.","- Introduction to loops as a solution for repetition
- Benefits of well-organized code using loops
- Real-world examples of repeated actions in robot tasks
- Common loop errors and how to avoid them
- ""Stop and Think"": How could you improve a program with many repeated steps? What patterns do you notice?"
6,5,1,Simple explanation of loops as repeated instructions,Quiz,Understanding Simple explanation of loops as repeated instructions is important for mastering this subject matter.,"- Different types of loops with visual examples:
- Count loops (repeat a specific number of times)
- Forever loops (repeat until the program stops)
- While loops (repeat until something changes)
- When to use each type of loop with clear examples
- Everyday examples of loops (brushing each tooth, washing hands)
- Step-by-step guide to creating different loop types
- Simple loop creation activity with immediate feedback
- ""Stop and Think"": What household chores involve loops? What type of loops are they?"
6,6,1,How to create movement patterns with loops,Activity,Understanding How to create movement patterns with loops is important for mastering this subject matter.,"- Examples of when to use loops in robot programs (following lines, navigating mazes)
- Converting step-by-step sequences into more efficient loops
- Common loop challenges and solutions
- Pattern creation activity using loops
- ""Stop and Think"": What shapes could you draw using loops? How would you program a square versus a triangle?"
6,7,1,Kid-friendly explanation of conditional statements,Quiz,Understanding Kid-friendly explanation of conditional statements is important for mastering this subject matter.,"- The ""if-then"" structure (If something is true, then do this action)
- How conditions relate to sensor inputs from Module 4
- Everyday examples of conditional thinking
- Decision tree diagrams showing if-then logic
- Simple if-then statement creation activity
- ""Stop and Think"": What decisions do you make based on ""if-then"" thinking in your daily life?"
6,8,1,Connecting sensors to if-then statements with specific examples,Quiz,Understanding Connecting sensors to if-then statements with specific examples is important for mastering this subject matter.,"- Examples: ""If the touch sensor is pressed, then turn around""
- How conditions make robots respond to their environment
- Nested conditions (if-then-else statements) explained simply
- Common conditional programming errors and solutions
- Sensor-response programming activity with scaffolded support
- ""Stop and Think"": How could if-then statements help a robot navigate safely around obstacles?"
6,9,1,Simple explanation of variables as containers for information,Quiz,Understanding Simple explanation of variables as containers for information is important for mastering this subject matter.,"- How variables get, store, and use information
- Different types of information variables can store (numbers, text, true/false)
- Everyday examples of variables (score in a game, temperature setting)
- When and why to use variables in robot programs
- Step-by-step guide to creating and using variables
- Simple variable creation activity
- ""Stop and Think"": What information might a robot need to remember while performing tasks?"
6,10,1,"How variables can store sensor readings (e.g., storing distance values)",Quiz,"Understanding How variables can store sensor readings (e.g., storing distance values) is important for mastering this subject matter.","- Using variables in conditional statements (if temperature > 70, then...)
- Creating ""memory"" for robots using variables
- Example: Counting objects the robot has seen
- Common variable mistakes and troubleshooting
- Variable usage activity with sensor data
- ""Stop and Think"": How could variables help a robot make better decisions about its environment?"
6,11,1,Section 1: The Line-Following Challenge,Quiz,Understanding Section 1: The Line-Following Challenge is important for mastering this subject matter.,"- Step-by-step guide to programming a line-following robot
- Using loops, if-then statements, and sensors together
- Testing and improving your solution
- Common issues and solutions
- Section 2: The Maze Challenge
- Breaking down the problem into smaller parts
- Planning a maze navigation strategy
- Using variables to remember information about the maze
- Guided maze challenge with scaffolded support
- ""Stop and Think"": How do loops, conditions, and variables work together to solve the maze?"
6,12,1,Side-by-side comparison of programs with and without loops showing code efficiency,Content,Understanding Side-by-side comparison of programs with and without loops showing code efficiency is important for mastering this subject matter.,- Key content in this section
6,12,2,Visual flowcharts for if-then decision making with clear arrows and outcomes,Content,Understanding Visual flowcharts for if-then decision making with clear arrows and outcomes is important for mastering this subject matter.,- Key content in this section
6,12,3,Container metaphor visuals for variables with concrete examples,Quiz,Understanding Container metaphor visuals for variables with concrete examples is important for mastering this subject matter.,- Key content in this section
6,12,4,Step-by-step screenshots for each new programming concept,Content,Understanding Step-by-step screenshots for each new programming concept is important for mastering this subject matter.,- Key content in this section
6,12,5,Color-coded block categories for different programming structures,Content,Understanding Color-coded block categories for different programming structures is important for mastering this subject matter.,- Key content in this section
6,12,6,"Visual debugging guides specific to loops, conditionals, and variables",Content,"Understanding Visual debugging guides specific to loops, conditionals, and variables is important for mastering this subject matter.",- Key content in this section
6,12,7,Before/after comparisons showing code improvements,Content,Understanding Before/after comparisons showing code improvements is important for mastering this subject matter.,- Key content in this section
6,12,8,Maze challenge map with solution hints and checkpoints,Content,Understanding Maze challenge map with solution hints and checkpoints is important for mastering this subject matter.,- Key content in this section
6,12,9,Sensor-program connection diagrams showing complete input-processing-output examples,Quiz,Understanding Sensor-program connection diagrams showing complete input-processing-output examples is important for mastering this subject matter.,- Key content in this section
6,13,1,New programming term cards with simple definitions and everyday examples,Quiz,Understanding New programming term cards with simple definitions and everyday examples is important for mastering this subject matter.,- Key content in this section
6,13,2,"Visual icons representing each new concept (loop, if-then, variable)",Content,"Understanding Visual icons representing each new concept (loop, if-then, variable) is important for mastering this subject matter.",- Key content in this section
6,13,3,Everyday language alternatives for technical terms,Content,Understanding Everyday language alternatives for technical terms is important for mastering this subject matter.,- Key content in this section
6,13,4,"""Programming Translation"" boxes showing technical vs. simple explanations",Content,"Understanding ""Programming Translation"" boxes showing technical vs. simple explanations is important for mastering this subject matter.",- Key content in this section
6,13,5,Consistent color-coding of different programming structures,Content,Understanding Consistent color-coding of different programming structures is important for mastering this subject matter.,- Key content in this section
6,13,6,Word relationship diagrams showing how concepts connect,Content,Understanding Word relationship diagrams showing how concepts connect is important for mastering this subject matter.,- Key content in this section
6,13,7,Audio pronunciation for technical programming terms,Content,Understanding Audio pronunciation for technical programming terms is important for mastering this subject matter.,- Key content in this section
6,14,1,Mini-challenges for each concept before attempting larger challenges:,Content,Understanding Mini-challenges for each concept before attempting larger challenges: is important for mastering this subject matter.,"- Loop Challenge: Create a pattern using loops
- Conditional Challenge: Program responses to different sensor inputs
- Variable Challenge: Track and display information"
6,14,2,Line-following challenge using loops and conditionals with clear success criteria,Content,Understanding Line-following challenge using loops and conditionals with clear success criteria is important for mastering this subject matter.,- Key content in this section
6,14,3,Maze navigation challenge using all three concepts with guided checkpoints,Content,Understanding Maze navigation challenge using all three concepts with guided checkpoints is important for mastering this subject matter.,- Key content in this section
6,14,4,Self-check questions throughout each section with immediate feedback,Content,Understanding Self-check questions throughout each section with immediate feedback is important for mastering this subject matter.,- Key content in this section
6,14,5,Code correction activities to identify and fix specific errors in provided programs,Content,Understanding Code correction activities to identify and fix specific errors in provided programs is important for mastering this subject matter.,- Key content in this section
6,14,6,Program documentation activity where students explain their code choices,Activity,Understanding Program documentation activity where students explain their code choices is important for mastering this subject matter.,- Key content in this section
6,14,7,Optional extension: Create a program that counts objects using a color sensor and variables,Activity,Understanding Optional extension: Create a program that counts objects using a color sensor and variables is important for mastering this subject matter.,- Key content in this section
6,15,1,"""Robot Problem Solver"" theme throughout the module",Content,"Understanding ""Robot Problem Solver"" theme throughout the module is important for mastering this subject matter.",- Key content in this section
6,15,2,Success stories of students who mastered these concepts,Content,Understanding Success stories of students who mastered these concepts is important for mastering this subject matter.,- Key content in this section
6,15,3,Real-world examples of these concepts in familiar technology,Quiz,Understanding Real-world examples of these concepts in familiar technology is important for mastering this subject matter.,- Key content in this section
6,15,4,Programming puzzles with immediate feedback and hints,Content,Understanding Programming puzzles with immediate feedback and hints is important for mastering this subject matter.,- Key content in this section
6,15,5,"""Code Master Challenges"" with achievement badges",Content,"Understanding ""Code Master Challenges"" with achievement badges is important for mastering this subject matter.",- Key content in this section
6,15,6,"Personal connection: ""How could robot decision-making help in your school?""",Content,"Understanding Personal connection: ""How could robot decision-making help in your school?"" is important for mastering this subject matter.",- Key content in this section
6,15,7,Virtual robot competitions applying the new programming skills,Content,Understanding Virtual robot competitions applying the new programming skills is important for mastering this subject matter.,- Key content in this section
6,16,1,Text descriptions of all programming concepts and visual elements,Content,Understanding Text descriptions of all programming concepts and visual elements is important for mastering this subject matter.,- Key content in this section
6,16,2,Step-by-step guided versions of activities for students needing more support,Content,Understanding Step-by-step guided versions of activities for students needing more support is important for mastering this subject matter.,- Key content in this section
6,16,3,Advanced challenges for students ready for more complex programming,Content,Understanding Advanced challenges for students ready for more complex programming is important for mastering this subject matter.,- Key content in this section
6,16,4,"Multiple ways to demonstrate understanding (visual, written, verbal)",Content,"Understanding Multiple ways to demonstrate understanding (visual, written, verbal) is important for mastering this subject matter.",- Key content in this section
6,16,5,Simplified versions of challenges with fewer requirements,Content,Understanding Simplified versions of challenges with fewer requirements is important for mastering this subject matter.,- Key content in this section
6,17,1,Loops content and practice: 45 minutes,Activity,Understanding Loops content and practice: 45 minutes is important for mastering this subject matter.,- Key content in this section
6,17,2,Conditionals content and practice: 45 minutes,Activity,Understanding Conditionals content and practice: 45 minutes is important for mastering this subject matter.,- Key content in this section
6,17,3,Variables content and practice: 45 minutes,Activity,Understanding Variables content and practice: 45 minutes is important for mastering this subject matter.,- Key content in this section
6,17,4,Integrated challenges: 1 hour,Content,Understanding Integrated challenges: 1 hour is important for mastering this subject matter.,- Key content in this section
6,17,5,Extension activities: 30 minutes (optional),Content,Understanding Extension activities: 30 minutes (optional) is important for mastering this subject matter.,- Key content in this section
6,18,1,Learning Content,Content,This content provides essential information for the learning journey.,"- ""Now that you have powerful programming tools to control robots and connect inputs to outputs through smart processing, it's time to apply what you've learned to solve real problems!
- In Module 7, we'll use the engineering design process to identify problems, design complete robot solutions, and test our ideas - just like real robotics engineers do."
7,1,1,Learning Content,Content,This content provides essential information for the learning journey.,"- This module introduces the engineering design process and guides students through applying their robotics knowledge to solve specific challenges.
- Students will learn a structured approach to identifying problems, designing solutions, and testing their ideas using either virtual or physical robots."
7,3,1,Simple explanation of the design process steps with visual guide,Quiz,Understanding Simple explanation of the design process steps with visual guide is important for mastering this subject matter.,"- How engineers solve problems systematically
- Connection between the design process and our input-processing-output framework
- Real examples of the design process in action from well-known robot designs
- How the design process is different from trial-and-error
- ""Stop and Think"": How is the design process different from guessing? Why is a systematic approach important?"
7,4,1,How to identify and clearly state problems using a problem statement template,Quiz,Understanding How to identify and clearly state problems using a problem statement template is important for mastering this subject matter.,"- Techniques for analyzing a problem from multiple perspectives
- Setting clear goals and constraints (time, materials, budget)
- How to identify who is affected by the problem
- Ethical considerations when defining robot-solvable problems
- Problem definition practice activity with guided examples
- ""Stop and Think"": What makes a good problem statement? How can you tell if a problem is well-defined?"
7,5,1,Gathering information about the problem through research,Quiz,Understanding Gathering information about the problem through research is important for mastering this subject matter.,"- Techniques for coming up with multiple solutions (brainstorming)
- How to evaluate different solutions against constraints
- Building on others' ideas respectfully
- Considering ethical implications of different solutions
- Guided brainstorming activity for a sample problem
- ""Stop and Think"": How does researching a problem help you find better solutions? Why is it important to generate multiple ideas?"
7,6,1,Creating a complete plan for your robot solution using a design template,Quiz,Understanding Creating a complete plan for your robot solution using a design template is important for mastering this subject matter.,"- Choosing appropriate robot parts for inputs (sensors from Module 4)
- Selecting effective outputs (movement methods from Module 3)
- Planning your robot's processing (programming from Modules 5-6)
- Making ethical design choices (privacy, safety, accessibility)
- Robot design planning activity with template
- ""Stop and Think"": How will your robot's parts work together within the input-processing-output framework to solve the problem?"
7,7,1,For virtual robots: Setting up the simulation environment,Quiz,Understanding For virtual robots: Setting up the simulation environment is important for mastering this subject matter.,"- For physical robots: Building with available materials
- Testing procedures and recording results systematically
- Finding problems through testing
- Using the scientific method to test one variable at a time
- Step-by-step testing guide with documentation template
- ""Stop and Think"": What should you look for when testing your robot? How will you know if it's successful?"
7,8,1,Using test results to make specific improvements,Quiz,Understanding Using test results to make specific improvements is important for mastering this subject matter.,"- Common robot design problems and solutions
- The importance of multiple design iterations
- How to document changes between versions
- Analyzing failures as learning opportunities
- Design improvement activity with reflection questions
- ""Stop and Think"": How can failure help improve your design? Why is iteration important?"
7,9,1,Ethical considerations throughout the design process,Quiz,Understanding Ethical considerations throughout the design process is important for mastering this subject matter.,"- Designing robots that are safe, useful, and accessible
- Considering the environmental impact of robot designs
- Privacy considerations in robot design
- Potential unintended consequences of robot solutions
- Ethical design checklist activity
- ""Stop and Think"": What responsibilities do robot designers have to users and the community?"
7,10,1,Line-following challenge:,Quiz,Understanding Line-following challenge: is important for mastering this subject matter.,"- Design a robot that can follow a black line on a white background
- Select appropriate sensors, movement, and programming
- Test and refine your design
- Obstacle course challenge:
- Design a robot that can navigate through a course with obstacles
- Select appropriate sensors, movement, and programming
- Test and refine your design
- Object sorting challenge:
- Design a robot that can sort objects by color or size
- Select appropriate sensors, movement, and programming
- Test and refine your design
- Custom challenge (with teacher approval):
- Identify a problem that can be solved with robotics
- Design a complete robot solution
- Test and refine your design
- Step-by-step guides for each challenge option with clear expectations
- ""Stop and Think"": Which challenge interests you most? Why? How will you approach the design process?"
7,11,1,Circular design process diagram with simple illustrations and descriptions,Content,Understanding Circular design process diagram with simple illustrations and descriptions is important for mastering this subject matter.,- Key content in this section
7,11,2,Visual templates for each step of the design process,Content,Understanding Visual templates for each step of the design process is important for mastering this subject matter.,- Key content in this section
7,11,3,Example design documents with labels and annotations,Activity,Understanding Example design documents with labels and annotations is important for mastering this subject matter.,- Key content in this section
7,11,4,Before/after examples of robot designs that were improved,Quiz,Understanding Before/after examples of robot designs that were improved is important for mastering this subject matter.,- Key content in this section
7,11,5,Visual checklists for each design step,Content,Understanding Visual checklists for each design step is important for mastering this subject matter.,- Key content in this section
7,11,6,Robot part selection guides with visual options and specifications,Content,Understanding Robot part selection guides with visual options and specifications is important for mastering this subject matter.,- Key content in this section
7,11,7,Challenge maps and setup guides with clear photographs,Content,Understanding Challenge maps and setup guides with clear photographs is important for mastering this subject matter.,- Key content in this section
7,11,8,Ethical consideration icons highlighting important aspects,Content,Understanding Ethical consideration icons highlighting important aspects is important for mastering this subject matter.,- Key content in this section
7,11,9,Input-processing-output framework integrated into design templates,Content,Understanding Input-processing-output framework integrated into design templates is important for mastering this subject matter.,- Key content in this section
7,12,1,Engineering design vocabulary with simple definitions and visual examples,Quiz,Understanding Engineering design vocabulary with simple definitions and visual examples is important for mastering this subject matter.,- Key content in this section
7,12,2,Visual engineering design glossary with real-world applications,Content,Understanding Visual engineering design glossary with real-world applications is important for mastering this subject matter.,- Key content in this section
7,12,3,Simplified explanations of technical design terms,Content,Understanding Simplified explanations of technical design terms is important for mastering this subject matter.,- Key content in this section
7,12,4,Connection of new terms to previously learned concepts,Content,Understanding Connection of new terms to previously learned concepts is important for mastering this subject matter.,- Key content in this section
7,12,5,Word relationship diagrams showing design terminology connections,Content,Understanding Word relationship diagrams showing design terminology connections is important for mastering this subject matter.,- Key content in this section
7,12,6,"""Designer's Dictionary"" explaining technical terms in student-friendly language",Content,"Understanding ""Designer's Dictionary"" explaining technical terms in student-friendly language is important for mastering this subject matter.",- Key content in this section
7,12,7,Audio pronunciation guide for engineering terminology,Content,Understanding Audio pronunciation guide for engineering terminology is important for mastering this subject matter.,- Key content in this section
7,13,1,Complete a robot design challenge using the engineering design process,Content,Understanding Complete a robot design challenge using the engineering design process is important for mastering this subject matter.,- Key content in this section
7,13,2,Document each step of the process using provided templates,Content,Understanding Document each step of the process using provided templates is important for mastering this subject matter.,- Key content in this section
7,13,3,"Create simple diagrams of the robot solution showing inputs, processing, and outputs",Activity,"Understanding Create simple diagrams of the robot solution showing inputs, processing, and outputs is important for mastering this subject matter.",- Key content in this section
7,13,4,Explain how the solution addresses the original problem,Content,Understanding Explain how the solution addresses the original problem is important for mastering this subject matter.,- Key content in this section
7,13,5,Test results documentation showing improvements between versions,Quiz,Understanding Test results documentation showing improvements between versions is important for mastering this subject matter.,- Key content in this section
7,13,6,Self-reflection questions about the design process with guided prompts,Content,Understanding Self-reflection questions about the design process with guided prompts is important for mastering this subject matter.,- Key content in this section
